,School Name,Region,School Type,Undergraduate Major,Adjusted Salary
6517,"California State University (CSU), Chico",California,State,Economics,51456
6518,"California State University (CSU), Chico",California,State,Education,36256
6519,"California State University (CSU), Chico",California,State,Electrical Engineering,62256
6520,"California State University (CSU), Chico",California,State,English,39356
6521,"California State University (CSU), Chico",California,State,Film,39256
6522,"California State University (CSU), Chico",California,State,Finance,49256
6523,"California State University (CSU), Chico",California,State,Forestry,40456
6524,"California State University (CSU), Chico",California,State,Geography,42556
6525,"California State University (CSU), Chico",California,State,Geology,44856
6526,"California State University (CSU), Chico",California,State,Graphic Design,37056
6527,"California State University (CSU), Chico",California,State,Health Care Administration,40156
6528,"California State University (CSU), Chico",California,State,History,40556
6529,"California State University (CSU), Chico",California,State,Hospitality & Tourism,39156
6530,"California State University (CSU), Chico",California,State,Industrial Engineering,59056
6531,"California State University (CSU), Chico",California,State,Information Technology (IT),50456
6532,"California State University (CSU), Chico",California,State,Interior Design,37456
6533,"California State University (CSU), Chico",California,State,International Relations,42256
6534,"California State University (CSU), Chico",California,State,Journalism,36956
6535,"California State University (CSU), Chico",California,State,Management Information Systems (MIS),50556
6536,"California State University (CSU), Chico",California,State,Marketing,42156
6537,"California State University (CSU), Chico",California,State,Math,46756
6538,"California State University (CSU), Chico",California,State,Mechanical Engineering,59256
6539,"California State University (CSU), Chico",California,State,Music,37256
6540,"California State University (CSU), Chico",California,State,Nursing,55556
6541,"California State University (CSU), Chico",California,State,Nutrition,41256
6542,"California State University (CSU), Chico",California,State,Philosophy,41256
6543,"California State University (CSU), Chico",California,State,Physician Assistant,75656
6544,"California State University (CSU), Chico",California,State,Physics,51656
6545,"California State University (CSU), Chico",California,State,Political Science,42156
6546,"California State University (CSU), Chico",California,State,Psychology,37256
6547,"California State University (CSU), Chico",California,State,Religion,35456
6548,"California State University (CSU), Chico",California,State,Sociology,37856
6549,"California State University (CSU), Chico",California,State,Spanish,35356
6550,University of Wisconsin (UW) - Madison,Midwestern,State,Accounting,48856
6551,University of Wisconsin (UW) - Madison,Midwestern,State,Aerospace Engineering,60556
6552,University of Wisconsin (UW) - Madison,Midwestern,State,Agriculture,45456
6553,University of Wisconsin (UW) - Madison,Midwestern,State,Anthropology,39656
6554,University of Wisconsin (UW) - Madison,Midwestern,State,Architecture,44456
6555,University of Wisconsin (UW) - Madison,Midwestern,State,Art History,38656
6556,University of Wisconsin (UW) - Madison,Midwestern,State,Biology,41656
6557,University of Wisconsin (UW) - Madison,Midwestern,State,Business Management,45856
6558,University of Wisconsin (UW) - Madison,Midwestern,State,Chemical Engineering,66056
6559,University of Wisconsin (UW) - Madison,Midwestern,State,Chemistry,45456
6560,University of Wisconsin (UW) - Madison,Midwestern,State,Civil Engineering,56756
6561,University of Wisconsin (UW) - Madison,Midwestern,State,Communications,40956
6562,University of Wisconsin (UW) - Madison,Midwestern,State,Computer Engineering,64256
6563,University of Wisconsin (UW) - Madison,Midwestern,State,Computer Science,58756
6564,University of Wisconsin (UW) - Madison,Midwestern,State,Construction,56556
6565,University of Wisconsin (UW) - Madison,Midwestern,State,Criminal Justice,37856
6566,University of Wisconsin (UW) - Madison,Midwestern,State,Drama,38756
6567,University of Wisconsin (UW) - Madison,Midwestern,State,Economics,52956
6568,University of Wisconsin (UW) - Madison,Midwestern,State,Education,37756
6569,University of Wisconsin (UW) - Madison,Midwestern,State,Electrical Engineering,63756
6570,University of Wisconsin (UW) - Madison,Midwestern,State,English,40856
6571,University of Wisconsin (UW) - Madison,Midwestern,State,Film,40756
6572,University of Wisconsin (UW) - Madison,Midwestern,State,Finance,50756
6573,University of Wisconsin (UW) - Madison,Midwestern,State,Forestry,41956
6574,University of Wisconsin (UW) - Madison,Midwestern,State,Geography,44056
6575,University of Wisconsin (UW) - Madison,Midwestern,State,Geology,46356
6576,University of Wisconsin (UW) - Madison,Midwestern,State,Graphic Design,38556
6577,University of Wisconsin (UW) - Madison,Midwestern,State,Health Care Administration,41656
6578,University of Wisconsin (UW) - Madison,Midwestern,State,History,42056
6579,University of Wisconsin (UW) - Madison,Midwestern,State,Hospitality & Tourism,40656
6580,University of Wisconsin (UW) - Madison,Midwestern,State,Industrial Engineering,60556
6581,University of Wisconsin (UW) - Madison,Midwestern,State,Information Technology (IT),51956
6582,University of Wisconsin (UW) - Madison,Midwestern,State,Interior Design,38956
6583,University of Wisconsin (UW) - Madison,Midwestern,State,International Relations,43756
6584,University of Wisconsin (UW) - Madison,Midwestern,State,Journalism,38456
6585,University of Wisconsin (UW) - Madison,Midwestern,State,Management Information Systems (MIS),52056
6586,University of Wisconsin (UW) - Madison,Midwestern,State,Marketing,43656
6587,University of Wisconsin (UW) - Madison,Midwestern,State,Math,48256
6588,University of Wisconsin (UW) - Madison,Midwestern,State,Mechanical Engineering,60756
6589,University of Wisconsin (UW) - Madison,Midwestern,State,Music,38756
6590,University of Wisconsin (UW) - Madison,Midwestern,State,Nursing,57056
6591,University of Wisconsin (UW) - Madison,Midwestern,State,Nutrition,42756
6592,University of Wisconsin (UW) - Madison,Midwestern,State,Philosophy,42756
6593,University of Wisconsin (UW) - Madison,Midwestern,State,Physician Assistant,77156
6594,University of Wisconsin (UW) - Madison,Midwestern,State,Physics,53156
6595,University of Wisconsin (UW) - Madison,Midwestern,State,Political Science,43656
6596,University of Wisconsin (UW) - Madison,Midwestern,State,Psychology,38756
6597,University of Wisconsin (UW) - Madison,Midwestern,State,Religion,36956
6598,University of Wisconsin (UW) - Madison,Midwestern,State,Sociology,39356
6599,University of Wisconsin (UW) - Madison,Midwestern,State,Spanish,36856
6600,"California State University, Fullerton (CSUF)",California,State,Accounting,45656
6601,"California State University, Fullerton (CSUF)",California,State,Aerospace Engineering,57356
6602,"California State University, Fullerton (CSUF)",California,State,Agriculture,42256
6603,"California State University, Fullerton (CSUF)",California,State,Anthropology,36456
6604,"California State University, Fullerton (CSUF)",California,State,Architecture,41256
6605,"California State University, Fullerton (CSUF)",California,State,Art History,35456
6606,"California State University, Fullerton (CSUF)",California,State,Biology,38456
6607,"California State University, Fullerton (CSUF)",California,State,Business Management,42656
6608,"California State University, Fullerton (CSUF)",California,State,Chemical Engineering,62856
6609,"California State University, Fullerton (CSUF)",California,State,Chemistry,42256
6610,"California State University, Fullerton (CSUF)",California,State,Civil Engineering,53556
6611,"California State University, Fullerton (CSUF)",California,State,Communications,37756
6612,"California State University, Fullerton (CSUF)",California,State,Computer Engineering,61056
6613,"California State University, Fullerton (CSUF)",California,State,Computer Science,55556
6614,"California State University, Fullerton (CSUF)",California,State,Construction,53356
6615,"California State University, Fullerton (CSUF)",California,State,Criminal Justice,34656
6616,"California State University, Fullerton (CSUF)",California,State,Drama,35556
6617,"California State University, Fullerton (CSUF)",California,State,Economics,49756
6618,"California State University, Fullerton (CSUF)",California,State,Education,34556
6619,"California State University, Fullerton (CSUF)",California,State,Electrical Engineering,60556
6620,"California State University, Fullerton (CSUF)",California,State,English,37656
6621,"California State University, Fullerton (CSUF)",California,State,Film,37556
6622,"California State University, Fullerton (CSUF)",California,State,Finance,47556
6623,"California State University, Fullerton (CSUF)",California,State,Forestry,38756
6624,"California State University, Fullerton (CSUF)",California,State,Geography,40856
6625,"California State University, Fullerton (CSUF)",California,State,Geology,43156
6626,"California State University, Fullerton (CSUF)",California,State,Graphic Design,35356
6627,"California State University, Fullerton (CSUF)",California,State,Health Care Administration,38456
6628,"California State University, Fullerton (CSUF)",California,State,History,38856
6629,"California State University, Fullerton (CSUF)",California,State,Hospitality & Tourism,37456
6630,"California State University, Fullerton (CSUF)",California,State,Industrial Engineering,57356
6631,"California State University, Fullerton (CSUF)",California,State,Information Technology (IT),48756
6632,"California State University, Fullerton (CSUF)",California,State,Interior Design,35756
6633,"California State University, Fullerton (CSUF)",California,State,International Relations,40556
6634,"California State University, Fullerton (CSUF)",California,State,Journalism,35256
6635,"California State University, Fullerton (CSUF)",California,State,Management Information Systems (MIS),48856
6636,"California State University, Fullerton (CSUF)",California,State,Marketing,40456
6637,"California State University, Fullerton (CSUF)",California,State,Math,45056
6638,"California State University, Fullerton (CSUF)",California,State,Mechanical Engineering,57556
6639,"California State University, Fullerton (CSUF)",California,State,Music,35556
6640,"California State University, Fullerton (CSUF)",California,State,Nursing,53856
6641,"California State University, Fullerton (CSUF)",California,State,Nutrition,39556
6642,"California State University, Fullerton (CSUF)",California,State,Philosophy,39556
6643,"California State University, Fullerton (CSUF)",California,State,Physician Assistant,73956
6644,"California State University, Fullerton (CSUF)",California,State,Physics,49956
6645,"California State University, Fullerton (CSUF)",California,State,Political Science,40456
6646,"California State University, Fullerton (CSUF)",California,State,Psychology,35556
6647,"California State University, Fullerton (CSUF)",California,State,Religion,33756
